"x","y","dtime","lc","delta.t"
61152.6172881985,830558.54348748,1996-02-27 22:24:00,"1",3
57137.4539661432,830945.469286493,1996-02-28 00:04:00,"A",1.66666666666667
62144.8227658214,828340.466117243,1996-02-28 01:45:00,"B",1.68333333333333
60894.4962307884,827874.431635594,1996-02-28 03:36:00,"1",1.85
57458.9990774581,841782.888155926,1996-02-28 10:36:00,"B",7
62199.4471567241,828676.338431799,1996-02-28 12:17:00,"1",1.68333333333333
19415.1682036098,873021.252064439,1996-02-28 15:35:00,"B",3.3
53658.7106342608,800303.004881164,1996-02-28 15:43:00,"B",0.133333333333333
61455.7673510469,826431.342846312,1996-02-28 22:14:00,"0",6.51666666666667
56526.9848648427,827586.603540084,1996-02-28 23:54:00,"1",1.66666666666667
57004.3938712505,827705.088558389,1996-02-29 04:54:00,"0",5
66598.9741142205,823387.339567798,1996-02-29 12:05:00,"A",7.18333333333333
59918.0314107562,829087.985941152,1996-02-29 13:49:00,"0",1.73333333333333
55810.0359135513,827464.807243902,1996-02-29 15:26:00,"A",1.61666666666667
61267.4868161461,826986.791213493,1996-02-29 17:00:00,"1",1.56666666666667
42424.5734335498,885602.16833441,1996-03-01 10:13:00,"B",17.2166666666667
79300.0043445544,853776.546480846,1996-03-01 15:17:00,"B",5.06666666666667
68957.8689092116,822199.131895873,1996-03-01 19:59:00,"1",4.7
47253.9801205334,826795.602790721,1996-03-01 20:11:00,"A",0.2
61463.8613842285,829781.628010405,1996-03-01 21:52:00,"0",1.68333333333333
65239.4522369039,829506.788004373,1996-03-02 05:52:00,"A",8
61896.1962339412,836600.635147488,1996-03-02 11:45:00,"A",5.88333333333333
58360.1929661322,829176.480225846,1996-03-02 13:27:00,"0",1.7
58360.1929661322,829176.480225846,1996-03-02 13:28:00,"0",0.0166666666666667
58742.8360213124,831638.924437546,1996-03-02 15:06:00,"0",1.63333333333333
64780.6834785588,828270.868145477,1996-03-02 16:15:00,"B",1.15
53799.2884755616,830005.495605347,1996-03-02 17:58:00,"A",1.71666666666667
61910.5783353295,828001.794741303,1996-03-02 19:36:00,"0",1.63333333333333
86237.6922515948,849453.65122379,1996-03-02 19:58:00,"B",0.366666666666667
61822.9203055932,829787.197269137,1996-03-02 23:19:00,"A",3.35
60142.2386510823,830096.427789207,1996-03-03 01:02:00,"2",1.71666666666667
56859.871495783,825246.310382695,1996-03-03 03:48:00,"0",2.76666666666667
63271.5906599246,829028.278561055,1996-03-03 05:28:00,"1",1.66666666666667
84706.2201378694,834676.579247616,1996-03-03 13:13:00,"B",7.75
70320.4943524752,829928.471731399,1996-03-03 21:32:00,"A",8.31666666666667
54070.5299130496,827664.111408185,1996-03-03 23:11:00,"0",1.65
59664.6406441539,833997.853238907,1996-03-04 01:47:00,"0",2.6
58687.464260335,827282.892062044,1996-03-04 03:27:00,"2",1.66666666666667
143376.298153466,779614.556953819,1996-03-05 04:43:00,"B",25.2666666666667
66668.2922210967,829977.201863906,1996-03-05 12:52:00,"0",8.15
60754.2745397171,829212.352106506,1996-03-05 22:49:00,"0",9.95
60426.1477638226,831105.800174075,1996-03-06 00:28:00,"A",1.65
60178.3976447629,831660.41264956,1996-03-06 02:42:00,"A",2.23333333333333
178162.386505907,790389.148834444,1996-03-06 18:09:00,"B",15.45
48929.4707044883,826927.528556533,1996-03-06 20:58:00,"A",2.81666666666667
69856.4169515752,825676.619320048,1996-03-07 00:16:00,"B",3.3
63477.1157234488,831153.375587492,1996-03-07 03:58:00,"1",3.7
63417.2931762141,831152.420216358,1996-03-07 03:58:00,"1",0.1
222666.777323678,850087.872185732,1996-03-07 22:23:00,"B",18.4166666666667
57950.5740947242,832632.357156976,1996-03-08 01:59:00,"0",3.6
58714.3585554887,829516.712166174,1996-03-08 03:39:00,"1",1.66666666666667
-80805.5206740432,907436.732335204,1996-03-08 17:24:00,"B",13.75
62694.1679035244,827679.056380096,1996-03-08 19:08:00,"0",1.73333333333333
51502.8455642717,840919.22814734,1996-03-08 23:56:00,"B",4.8
59149.8995382232,828406.451468708,1996-03-09 03:19:00,"A",3.38333333333333
59692.0265612217,828191.211363376,1996-03-09 04:57:00,"A",1.63333333333333
84351.7541388172,771582.042656375,1996-03-09 06:38:00,"B",1.68333333333333
56408.8160937996,827473.256052089,1996-03-09 12:11:00,"1",5.55
64113.5344730713,832503.715193569,1996-03-09 13:50:00,"A",1.65
47313.8770283771,851812.007620089,1996-03-09 17:04:00,"B",3.23333333333333
67162.56041527,825518.55779678,1996-03-09 18:44:00,"0",1.66666666666667
64566.6178810757,830389.201489399,1996-03-09 22:07:00,"1",3.38333333333333
57596.668345214,828160.304578003,1996-03-09 23:46:00,"1",1.65
59106.5031042918,839350.101732287,1996-03-10 01:27:00,"A",1.68333333333333
177913.134916543,951826.199687402,1996-03-10 21:57:00,"B",20.5
62055.3186689485,830237.515504377,1996-03-10 23:35:00,"A",1.63333333333333
-154125.638288476,776214.509241923,1996-03-10 23:37:00,"B",0.0333333333333333
61195.5738691997,827767.382393112,1996-03-11 11:48:00,"B",12.1833333333333
61195.5738691997,827767.382393112,1996-03-11 11:49:00,"B",0.0166666666666667
61481.1280819465,828665.164336481,1996-03-11 13:28:00,"0",1.65
57092.063954492,829939.76469955,1996-03-11 15:09:00,"B",1.68333333333333
54679.9361862769,822535.788283344,1996-03-11 16:22:00,"B",1.21666666666667
47951.6202795941,833504.086517009,1996-03-11 18:01:00,"0",1.65
54388.5162585382,830683.544115114,1996-03-11 19:41:00,"0",1.66666666666667
61201.0087254977,819615.72696005,1996-03-12 11:36:00,"A",15.9166666666667
46809.0139954013,823887.078264896,1996-03-12 14:57:00,"A",3.35
13964.298839029,823859.642431886,1996-03-12 17:42:00,"B",2.75
49543.6703530904,830508.510674404,1996-03-12 21:33:00,"A",3.85
66808.3749036385,832324.776404546,1996-03-12 23:13:00,"0",1.66666666666667
60935.5413187143,829103.45407942,1996-03-13 00:55:00,"1",1.7
59766.4114919801,831207.4949095,1996-03-13 01:50:00,"A",0.916666666666667
79333.1556601181,773489.418514506,1996-03-13 05:10:00,"B",3.33333333333333
63454.7184972079,828807.850438461,1996-03-13 11:25:00,"0",6.25
151352.471707481,775662.618958615,1996-03-13 13:03:00,"B",1.63333333333333
56922.7631733016,833399.216070805,1996-03-13 14:50:00,"A",1.78333333333333
70052.8980542045,838299.862156224,1996-03-13 15:34:00,"B",0.733333333333333
62914.394150871,825114.102031611,1996-03-13 18:57:00,"0",3.38333333333333
21685.3945218953,869235.339609281,1996-03-13 20:38:00,"A",1.68333333333333
61803.8157937014,831015.317749035,1996-03-13 23:03:00,"A",2.41666666666667
-4078.16913978678,821157.543220078,1996-03-14 04:50:00,"B",5.78333333333333
113077.801422998,769829.155613324,1996-03-14 06:27:00,"B",1.61666666666667
13366.0408182568,858922.591746874,1996-03-14 11:13:00,"B",4.76666666666667
66833.0033905008,827299.771741605,1996-03-14 12:56:00,"A",1.71666666666667
61099.652180829,830111.032814505,1996-03-14 14:37:00,"A",1.68333333333333
73744.8884113052,886513.390313828,1996-03-14 15:15:00,"B",0.633333333333333
57413.8407816118,828381.001274102,1996-03-14 16:53:00,"B",1.63333333333333
67262.0800251053,823175.149194911,1996-03-14 18:35:00,"0",1.7
58076.0436299104,836319.519285392,1996-03-14 20:15:00,"0",1.66666666666667
64611.9015658545,823912.93588464,1996-03-14 21:13:00,"A",0.966666666666667
55579.8847364604,826791.571473629,1996-03-14 22:51:00,"A",1.63333333333333
48577.8380450794,836080.188588265,1996-03-15 04:26:00,"A",5.58333333333333
60414.2609021357,831887.342903081,1996-03-15 06:07:00,"B",1.68333333333333
28243.3715997716,855315.330366008,1996-03-15 18:15:00,"0",12.1333333333333
66450.9637660733,785200.323005347,1996-03-15 19:55:00,"B",1.66666666666667
49537.3311269122,845361.433522548,1996-03-15 21:00:00,"B",1.08333333333333
57964.0110834491,827607.291239991,1996-03-15 22:41:00,"0",1.68333333333333
58182.270189481,829062.200258138,1996-03-16 00:22:00,"1",1.68333333333333
57501.1432099433,826483.877190792,1996-03-16 02:26:00,"3",2.06666666666667
60215.6080763726,829204.155211026,1996-03-16 05:42:00,"A",3.26666666666667
60160.825225197,828868.308625433,1996-03-16 14:15:00,"2",8.55
61344.1749654739,829779.778799648,1996-03-16 16:14:00,"A",1.98333333333333
59600.342866105,830311.610046541,1996-03-16 17:52:00,"0",1.63333333333333
64363.4288588484,828152.4179911,1996-03-16 19:32:00,"0",1.66666666666667
57239.0697505317,828043.470005622,1996-03-16 22:30:00,"1",2.96666666666667
67518.4398423946,832783.499554021,1996-03-17 05:25:00,"A",6.91666666666667
60345.4801701054,828536.091191695,1996-03-17 12:23:00,"0",6.96666666666667
60285.6182128531,828535.182976194,1996-03-17 12:23:00,"0",0.1
59680.2929746891,828972.737254164,1996-03-17 14:04:00,"0",1.68333333333333
37603.6355261292,814857.022256351,1996-03-17 15:44:00,"A",1.66666666666667
62206.4344842616,828229.757171537,1996-03-17 15:48:00,"0",0.0666666666666667
79056.663954007,836123.662091109,1996-03-17 17:32:00,"B",1.73333333333333
-19425.0982555565,871010.70371274,1996-03-17 19:13:00,"B",1.68333333333333
53547.8908970459,830895.469168352,1996-03-17 20:40:00,"B",1.45
62127.3711922509,829456.923752068,1996-03-17 22:20:00,"0",1.66666666666667
57976.6412660009,830845.953153136,1996-03-18 00:01:00,"1",1.68333333333333
59552.532877728,825509.039148537,1996-03-18 05:01:00,"A",5
53700.0504304993,854909.312758656,1996-03-18 10:30:00,"B",5.48333333333333
39260.5943488939,811300.189480192,1996-03-18 12:14:00,"B",1.73333333333333
70370.6577722424,761715.101145293,1996-03-18 13:55:00,"B",1.68333333333333
55685.5889932711,827798.070335968,1996-03-18 22:08:00,"1",8.21666666666667
54558.8048833596,831355.910942787,1996-03-18 23:50:00,"0",1.7
31147.648048676,841377.027548427,1996-03-19 03:00:00,"B",3.16666666666667
59796.6445064739,829197.830316963,1996-03-19 06:20:00,"0",3.33333333333333
116906.987871583,786574.835040785,1996-03-19 12:00:00,"B",5.66666666666667
60232.521653654,828087.691407392,1996-03-19 13:43:00,"0",1.71666666666667
54848.9049180152,827674.771927489,1996-03-19 15:22:00,"A",1.65
61516.7911233955,830229.142282495,1996-03-19 16:47:00,"A",1.41666666666667
-392940.468179384,816354.214744248,1996-03-19 23:41:00,"B",6.9
134190.016042076,867552.806169534,1996-03-20 02:40:00,"B",2.98333333333333
60444.8269597977,829877.671995028,1996-03-20 11:50:00,"0",9.16666666666667
60167.5839315486,828421.723001775,1996-03-20 13:33:00,"2",1.71666666666667
62746.9949371949,828126.579058751,1996-03-20 16:24:00,"0",2.85
66615.9369769975,829529.620603586,1996-03-20 19:45:00,"2",3.35
60087.4642303028,829760.579703482,1996-03-20 21:45:00,"1",2
67655.1497831916,831780.717907939,1996-03-20 23:28:00,"0",1.71666666666667
56448.0833240675,828925.524235856,1996-03-21 05:36:00,"0",6.13333333333333
62307.2404960954,810253.464765076,1996-03-21 09:57:00,"B",4.35
120456.545073314,825323.191992026,1996-03-21 11:37:00,"B",1.66666666666667
61907.101492695,828225.084999979,1996-03-21 13:21:00,"0",1.73333333333333
60407.0385124201,828425.354162983,1996-03-21 15:02:00,"A",1.68333333333333
65955.1545459176,826056.717092479,1996-03-21 16:01:00,"B",0.983333333333333
126292.771595417,822823.138367977,1996-03-21 17:44:00,"B",1.71666666666667
27550.7116308885,877761.423255486,1996-03-21 19:25:00,"B",1.68333333333333
60293.1420388903,780080.05597974,1996-03-21 19:54:00,"B",0.483333333333333
157214.526596838,845268.492567649,1996-03-21 23:15:00,"B",3.35
116149.824739465,804308.749720639,1996-03-22 01:55:00,"B",2.66666666666667
60373.1102331474,830658.297104884,1996-03-22 05:14:00,"A",3.31666666666667
61512.2077261805,826655.556341219,1996-03-22 11:29:00,"A",6.25
64544.8443655721,828043.685649698,1996-03-22 13:10:00,"A",1.68333333333333
58188.8069966345,828615.61048695,1996-03-22 14:49:00,"A",1.65
59045.230911672,831420.059175728,1996-03-22 19:01:00,"1",4.2
51595.3517114676,829194.583339352,1996-03-22 21:23:00,"1",2.36666666666667
267514.284800917,988828.978128749,1996-03-23 04:48:00,"B",7.41666666666667
92577.2721062621,886242.738826186,1996-03-23 11:19:00,"B",6.51666666666667
57808.5286588734,830061.794398044,1996-03-23 13:00:00,"0",1.68333333333333
69562.3537492699,842423.652465703,1996-03-23 14:39:00,"B",1.65
69502.7009061777,842422.605463395,1996-03-23 14:39:00,"B",0.1
63799.5275158943,829706.762241477,1996-03-23 18:40:00,"0",4.01666666666667
60855.1695077246,830442.302813014,1996-03-23 20:19:00,"A",1.65
61822.9203055932,829787.197269137,1996-03-23 21:15:00,"1",0.933333333333333
101845.790854788,828600.873532763,1996-03-24 02:47:00,"B",5.53333333333333
59286.2718002668,827291.774147801,1996-03-24 04:30:00,"A",1.71666666666667
4158.32536818991,801731.729683175,1996-03-24 06:13:00,"B",1.71666666666667
61600.9307255604,813145.567289491,1996-03-24 11:07:00,"A",4.9
68615.9266338645,828111.859038034,1996-03-24 14:29:00,"A",3.36666666666667
51246.3135919282,828408.386849552,1996-03-24 16:09:00,"A",1.66666666666667
60443.4755478505,833897.957450649,1996-03-24 16:35:00,"A",0.433333333333333
59678.6167417042,829084.384232098,1996-03-24 22:43:00,"A",6.13333333333333
55516.8794627552,827014.028471558,1996-03-25 00:24:00,"1",1.68333333333333
62297.7739464526,826221.100058435,1996-03-25 05:48:00,"A",5.4
63820.1499121527,817200.21735669,1996-03-25 10:56:00,"A",5.13333333333333
58791.717868665,787425.191056864,1996-03-25 12:37:00,"B",1.68333333333333
64631.8370339568,822684.903252309,1996-03-25 14:17:00,"A",1.66666666666667
7733.05314690422,822949.419383026,1996-03-25 15:57:00,"B",1.66666666666667
66559.8291135302,829305.329626133,1996-03-25 16:16:00,"0",0.316666666666667
64533.9700030261,828713.550635756,1996-03-25 17:55:00,"0",1.65
60340.3960076663,828871.030338454,1996-03-25 19:36:00,"1",1.68333333333333
54460.3453582694,825436.076175405,1996-03-25 20:52:00,"A",1.26666666666667
60337.0065580324,829094.323630507,1996-03-25 22:32:00,"0",1.66666666666667
59530.4702829087,830980.604379174,1996-03-26 00:15:00,"3",1.71666666666667
65610.4294677843,832416.484229594,1996-03-26 03:46:00,"0",3.51666666666667
90833.2087375412,799187.311418531,1996-03-26 05:26:00,"B",1.66666666666667
56835.0233553989,822789.298440899,1996-03-26 10:45:00,"B",5.31666666666667
62197.7003207097,828787.984010829,1996-03-26 12:26:00,"A",1.68333333333333
58085.0720901259,839781.731148674,1996-03-26 14:09:00,"A",1.71666666666667
114155.789700844,864797.857917689,1996-03-26 19:14:00,"B",5.08333333333333
54738.3751041022,827003.237208535,1996-03-26 22:22:00,"0",3.13333333333333
64345.3553032639,829268.863619202,1996-03-27 00:02:00,"0",1.66666666666667
63697.7275418598,828588.389864664,1996-03-27 00:03:00,"1",0.0166666666666667
56868.672831743,828819.848148425,1996-03-27 03:23:00,"1",3.33333333333333
45818.5544877269,784577.272002511,1996-03-27 06:46:00,"B",3.38333333333333
64221.1889545195,822119.919580331,1996-03-27 10:33:00,"0",3.78333333333333
62662.4827879361,829688.672043772,1996-03-27 12:16:00,"0",1.71666666666667
61113.3848960103,829217.857258942,1996-03-27 13:58:00,"A",1.7
-301355.959056785,1036658.2868697,1996-03-27 18:56:00,"B",4.96666666666667
58905.8312254218,840798.983740681,1996-03-27 20:30:00,"A",1.56666666666667
60930.40249075,825529.902448791,1996-03-27 20:32:00,"0",0.0333333333333333
54527.9035924321,824878.669291993,1996-03-27 22:10:00,"2",1.63333333333333
62440.6399570567,828568.446605528,1996-03-27 23:51:00,"0",1.68333333333333
62442.3935142694,828456.801343053,1996-03-27 23:51:00,"0",0.1
92403.3080993041,832837.814758443,1996-03-28 01:24:00,"B",1.55
18629.4359134773,774091.046342813,1996-03-28 03:01:00,"B",1.61666666666667
81774.6085964702,903210.468269214,1996-03-28 10:23:00,"B",7.36666666666667
63185.5822762053,826905.131023442,1996-03-28 12:04:00,"A",1.68333333333333
64216.6334105114,829825.154671994,1996-03-28 13:44:00,"A",1.66666666666667
55554.2836532782,824334.535048884,1996-03-28 15:26:00,"B",1.7
55494.3584306539,824333.698978422,1996-03-28 15:26:00,"B",0.1
62426.3267253853,825664.763723501,1996-03-28 20:09:00,"A",4.71666666666667
58511.7966177405,831077.145198472,1996-03-28 20:20:00,"A",0.183333333333333
60983.4021463094,829885.899947976,1996-03-28 22:00:00,"1",1.66666666666667
55118.8585925685,829800.23632089,1996-03-28 23:41:00,"1",1.68333333333333
49712.1763466671,826602.23623068,1996-03-29 01:23:00,"B",1.7
61284.3317352258,829778.855545925,1996-03-29 11:54:00,"0",10.5166666666667
61893.1940563808,829118.250258985,1996-03-29 13:36:00,"0",1.7
61894.932491671,829006.60423227,1996-03-29 13:36:00,"0",0.1
51652.5909669938,833997.202151606,1996-03-29 15:15:00,"2",1.65
59640.5320909149,827632.083251514,1996-03-29 16:29:00,"B",1.23333333333333
66092.1623595914,828627.476698857,1996-03-29 18:08:00,"0",1.65
59366.0054265389,829973.082998659,1996-03-29 19:48:00,"A",1.66666666666667
62713.3878924768,834044.843004447,1996-03-29 21:49:00,"0",2.01666666666667
62140.404078721,836269.412096419,1996-03-30 01:11:00,"0",3.36666666666667
59969.4618265661,829647.124459873,1996-03-30 03:59:00,"A",2.8
62491.725196614,829127.615034202,1996-03-30 05:38:00,"2",1.65
61335.5583670631,830338.014846291,1996-03-30 11:43:00,"A",6.08333333333333
61354.5148299325,829109.899018445,1996-03-30 13:23:00,"A",1.66666666666667
60235.90434991,827864.399914075,1996-03-30 16:05:00,"A",2.7
53725.8602900316,831009.543398564,1996-03-30 17:46:00,"0",1.68333333333333
61763.0771869992,829786.266806593,1996-03-30 19:26:00,"A",1.66666666666667
22111.9638528478,824454.853023993,1996-03-30 21:40:00,"B",2.23333333333333
-41752.4289200753,825952.400071834,1996-03-30 23:18:00,"B",1.63333333333333
61450.0479087954,830674.806531484,1996-03-31 11:33:00,"0",12.25
71382.0692914583,824140.272841098,1996-03-31 13:13:00,"A",1.66666666666667
59939.4636257375,843494.910641577,1996-03-31 14:54:00,"A",1.68333333333333
63895.7969212567,808715.39508298,1996-03-31 15:44:00,"A",0.833333333333333
56136.1863348591,829814.475936478,1996-03-31 17:24:00,"0",1.66666666666667
58277.4145381513,830738.680162415,1996-03-31 19:04:00,"1",1.66666666666667
71634.97965661,830063.6270317,1996-03-31 21:26:00,"0",2.36666666666667
108909.482182603,786796.706054674,1996-04-01 00:48:00,"B",3.36666666666667
219059.669501868,1052033.65185861,1996-04-01 03:20:00,"B",2.53333333333333
56897.422479084,826810.201661023,1996-04-01 04:56:00,"A",1.6
63310.1615300234,845334.367399525,1996-04-01 11:21:00,"B",6.41666666666667
83769.0673527643,784965.803263849,1996-04-01 15:22:00,"B",4.01666666666667
60822.6671660907,828655.035437304,1996-04-01 18:44:00,"1",3.36666666666667
56175.6122597023,827023.278568705,1996-04-01 21:19:00,"B",2.58333333333333
53577.0527217337,837596.344627442,1996-04-02 02:54:00,"B",5.58333333333333
58634.7393280768,830855.610620547,1996-04-02 04:36:00,"A",1.7
61349.3449050218,829444.838434901,1996-04-02 14:33:00,"A",9.95
56673.177938229,829933.769035877,1996-04-02 16:42:00,"1",2.15
58513.4409366913,830965.495851563,1996-04-02 18:21:00,"2",1.65
46933.4491665677,828578.467105006,1996-04-02 20:00:00,"B",1.65
62055.3186689485,830237.515504377,1996-04-02 21:06:00,"0",1.1
17636.4782204833,820189.625487109,1996-04-02 22:48:00,"0",1.7
62710.0102588044,826674.261392633,1996-04-03 00:26:00,"0",1.63333333333333
60528.7793706984,832224.112410568,1996-04-03 02:31:00,"A",2.08333333333333
54853.2768605553,831694.983866141,1996-04-03 15:59:00,"A",13.4666666666667
65889.7072227794,826390.648887021,1996-04-03 16:17:00,"A",0.3
61914.0551713794,827778.504905495,1996-04-03 19:40:00,"0",3.38333333333333
57256.5266371449,814309.094680146,1996-04-04 02:10:00,"B",6.5
198126.301663633,918014.924707856,1996-04-04 03:53:00,"B",1.71666666666667
59247.9892519797,829859.648968894,1996-04-04 05:30:00,"A",1.61666666666667
58462.7089499668,826274.555985041,1996-04-04 19:19:00,"A",13.8166666666667
55776.2741034155,821322.693872084,1996-04-04 20:45:00,"0",1.43333333333333
64301.9780744018,831948.376086784,1996-04-04 22:25:00,"2",1.66666666666667
77752.8238552062,826381.501640105,1996-04-05 03:29:00,"B",5.06666666666667
74881.892997523,832468.79002466,1996-04-05 05:06:00,"B",1.61666666666667
60749.1550443188,829547.292613816,1996-04-05 12:18:00,"1",7.2
63813.9999517788,821331.705041472,1996-04-05 13:58:00,"0",1.66666666666667
60627.7584293868,829657.11202471,1996-04-05 18:55:00,"0",4.95
66402.1072305469,809984.478882946,1996-04-05 22:13:00,"B",3.3
55671.5167174954,828802.902145803,1996-04-06 03:08:00,"0",4.91666666666667
-8687.57123999725,852320.12604494,1996-04-06 16:52:00,"B",13.7333333333333
64007.0989977179,794203.080378985,1996-04-07 01:05:00,"B",8.21666666666667
-135167.173836849,717818.863554213,1996-04-07 11:52:00,"B",9.78333333333333
66582.2541918578,831539.234123229,1996-04-07 15:17:00,"A",3.41666666666667
64229.5853912586,817876.770469409,1996-04-07 16:31:00,"A",1.23333333333333
112324.078350677,901623.44725553,1996-04-07 23:34:00,"B",7.05
57789.2748465569,843686.323070006,1996-04-08 00:45:00,"B",1.18333333333333
68149.9743478769,844744.58312781,1996-04-08 01:15:00,"B",0.5
57441.2503513207,826483.011804792,1996-04-08 02:25:00,"A",1.16666666666667
57741.9379775191,834639.481222131,1996-04-08 11:44:00,"B",9.31666666666667
66090.3062527725,828739.120409122,1996-04-08 13:27:00,"0",1.71666666666667
62154.4437207247,789038.67625425,1996-04-08 15:08:00,"B",1.68333333333333
59359.3340515493,830419.675837383,1996-04-08 16:09:00,"A",1.01666666666667
81408.0966263241,823439.308519497,1996-04-08 17:52:00,"0",1.71666666666667
60892.7863910416,827986.077047713,1996-04-08 19:30:00,"A",1.63333333333333
60810.7099426671,829436.560893585,1996-04-08 21:41:00,"0",2.18333333333333
60677.3745359242,830327.910035618,1996-04-09 02:01:00,"0",4.33333333333333
61539.2597382702,828777.736420472,1996-04-09 05:20:00,"1",3.31666666666667
61525.432930962,829670.907151828,1996-04-09 11:32:00,"0",6.2
57873.4926981799,825595.928893664,1996-04-09 19:08:00,"1",7.6
53863.2483154479,820849.713158208,1996-04-10 05:01:00,"B",9.88333333333333
58526.5954325982,830072.30485826,1996-04-10 11:23:00,"B",6.36666666666667
59484.0148210211,830086.520637447,1996-04-10 14:47:00,"A",3.4
61171.1691608528,833239.040590574,1996-04-10 15:25:00,"B",0.633333333333333
58535.7454714854,825382.281063405,1996-04-10 18:46:00,"3",3.35
53049.6725684889,827873.697662444,1996-04-10 19:39:00,"0",0.883333333333333
50857.2206282183,821368.504196643,1996-04-10 20:27:00,"B",0.8
64305.0278675797,824354.643689254,1996-04-10 21:21:00,"A",0.9
57622.546245306,826373.965255221,1996-04-11 04:35:00,"A",7.23333333333333
59189.7653402795,825726.962978677,1996-04-11 16:43:00,"1",12.1333333333333
58451.2226772449,827056.072957215,1996-04-11 18:26:00,"1",1.71666666666667
56780.0952725092,830828.67338876,1996-04-12 00:30:00,"B",6.06666666666667
61996.6274994108,807010.686684726,1996-04-12 00:56:00,"0",0.433333333333333
57739.0937928807,826598.993223725,1996-04-12 02:38:00,"0",1.7
59161.5422956423,831645.138242273,1996-04-12 05:55:00,"A",3.28333333333333
53713.3926051343,849548.312811403,1996-04-12 11:01:00,"A",5.1
58865.4539892729,827397.192964134,1996-04-12 14:25:00,"0",3.4
67552.9609851534,820165.025285617,1996-04-12 16:22:00,"A",1.95
62143.0776158879,828452.11140581,1996-04-12 19:43:00,"0",3.35
54870.2363015411,830466.823801253,1996-04-12 20:57:00,"0",1.23333333333333
61161.2086854799,830000.306000245,1996-04-13 03:52:00,"A",6.91666666666667
63948.2776339284,820440.529816262,1996-04-13 16:01:00,"A",12.15
39899.6148343386,801481.902382868,1996-04-13 19:22:00,"B",3.35
31812.0682836153,840377.235342023,1996-04-13 22:23:00,"0",3.01666666666667
59173.1820013524,830863.593262151,1996-04-14 00:09:00,"2",1.76666666666667
67023.5673986132,830206.530478105,1996-04-14 01:52:00,"0",1.71666666666667
60270.3808126263,829540.003493842,1996-04-14 03:30:00,"A",1.63333333333333
57434.8010805555,826929.594809456,1996-04-14 17:19:00,"A",13.8166666666667
60111.9352261653,824177.431991267,1996-04-14 19:02:00,"B",1.71666666666667
68982.3409944214,834595.549034952,1996-04-15 17:00:00,"B",21.9666666666667
61351.0682149523,829333.191857346,1996-04-15 18:39:00,"A",1.65
60155.7561786669,829203.248951028,1996-04-15 22:08:00,"B",3.48333333333333
61048.3884919156,829551.877601379,1996-04-15 22:08:00,"B",0.1
65618.8052499118,828284.612791321,1996-04-16 15:21:00,"A",17.2166666666667
54266.3638994975,813262.405933674,1996-04-16 23:37:00,"B",8.26666666666667
61302.8149234824,832459.335769763,1996-04-17 05:48:00,"A",6.18333333333333
61075.6196802838,831674.10623025,1996-04-17 11:48:00,"3",6
60197.002956919,830432.277570155,1996-04-17 13:30:00,"1",1.7
51958.5050779315,791907.821332933,1996-04-17 15:10:00,"B",1.66666666666667
68475.033070185,829337.86273154,1996-04-17 21:45:00,"A",6.58333333333333
63995.729036764,832390.137965758,1996-04-18 02:05:00,"0",4.33333333333333
-74451.1007054679,697856.599849153,1996-04-18 03:43:00,"B",1.63333333333333
65813.1838997426,827394.436602353,1996-04-19 14:46:00,"0",35.05
59964.4078769804,829982.067226842,1996-04-19 17:11:00,"0",2.41666666666667
59741.2169224128,832882.241382232,1996-04-19 18:50:00,"0",1.65
81637.0945198693,815180.172057145,1996-04-20 01:23:00,"B",6.55
66860.3574503629,853993.210876865,1996-04-20 11:16:00,"B",9.88333333333333
145840.56663159,829859.907955508,1996-04-21 05:57:00,"B",18.6833333333333
57684.0597827342,826263.188088466,1996-04-21 14:27:00,"2",8.5
74077.9557759275,830666.81549711,1996-04-22 15:53:00,"B",25.4333333333333
63583.2369543772,835733.869253642,1996-04-23 03:35:00,"3",11.7
66036.4783934733,831976.833813627,1996-04-23 14:02:00,"0",10.45
63441.2663900795,840868.99001073,1996-04-23 15:47:00,"B",1.75
62198.3992659902,836382.000881014,1996-04-23 17:22:00,"B",1.58333333333333
63590.3928169656,835287.264255276,1996-04-23 19:04:00,"A",1.7
65879.2611585189,830634.099580163,1996-04-23 20:45:00,"B",1.68333333333333
63704.5363924742,835624.134540576,1996-04-24 17:02:00,"A",20.2833333333333
68612.1573094176,831797.132923028,1996-04-24 23:49:00,"1",6.78333333333333
62702.9454921652,830917.731026168,1996-04-25 01:14:00,"1",1.41666666666667
66754.1989990275,831988.830973923,1996-04-25 02:54:00,"2",1.66666666666667
62802.9051252341,835944.802648263,1996-04-25 15:23:00,"2",12.4833333333333
63298.7133835438,834835.883995004,1996-04-25 16:41:00,"1",1.3
69291.9840874065,827118.508554557,1996-04-25 19:59:00,"0",3.3
71172.2596487991,829161.890308468,1996-04-25 23:40:00,"0",3.68333333333333
48638.4089165714,840883.038536596,1996-04-26 00:52:00,"A",1.2
56149.9803807156,837296.89732472,1996-04-26 02:31:00,"B",1.65
71895.7772383097,832190.249741957,1996-04-26 13:31:00,"B",11
45198.8581555887,833695.138594755,1996-04-26 21:48:00,"B",8.28333333333333
60405.3421136736,828537.000308583,1996-04-26 23:28:00,"0",1.66666666666667
49787.4744493725,815772.06767672,1996-04-27 01:10:00,"A",1.7
62693.7218995008,839070.15513457,1996-04-27 02:09:00,"A",0.983333333333333
70070.0342783479,833944.510093475,1996-04-27 03:48:00,"0",1.65
